,Airport: Name,lat,long
899,NORWOOD MEMORIAL ARPT,42.1919985,-71.17662179999999
900,LA CHOLLA AIRPARK ARPT,32.4466541,-111.0031639
901,LINCOLN PARK ARPT,40.9511383,-74.3140749
902,FLAGLER COUNTY ARPT,29.4723809,-81.2082689
903,DEADHORSE ARPT,70.1984121,-148.4611183
904,OCEAN CITY MUNICIPAL  ARPT (MD),38.3110953,-75.1238896
905,WILLISTON MUNICIPAL ARPT,29.3594459,-82.47286849999999
906,SANTA MONICA MUNICIPAL,34.0178143,-118.4473286
907,CLINTONVILLE MUNICIPAL ARPT,44.6122971,-88.7299431
908,INCIRLIK AIR BASE,36.9980083,35.4176527
909,MUELLER FARM ARPT,0.0,0.0
910,JIM HAMILTON L B OWENS ARPT,33.9715611,-80.9967684
911,WINGS FIELD ARPT,40.1348777,-75.2651631
912,CHARLTON BUILDING HELIPORT,44.0240637,-92.46695
913,MID-AMERICA INDUSTRIAL,36.2469729,-95.2891391
914,ARTURO MICHELENA INTL,10.1543841,-67.92307459999999
915,DAKAY-YOFF-LEOPOLD SEDAR SENGHOR,14.7506311,-17.4708861
916,JOSE MARIA CORDOVE ARPT,6.170763399999999,-75.4276201
917,FESTUS MEMORIAL ARPT,38.1952857,-90.3860187
918,MIDDLE GEORGIA REGIONAL,32.7014571,-83.65010079999999
919,STUTTGART GERMANY,48.7758459,9.1829321
920,BEN GURION ARPT,32.005532,34.8854112
921,NEW CHITOSE,42.7821844,141.6890474
922,UMMC HELIPORT,42.2852836,-83.7275937
923,GLASGOW MUNICIPAL ARPT,37.03096000000001,-85.95408499999999
924,BOIRE FIELD,42.7803422,-71.51842909999999
925,CAPITOL,38.8899389,-77.0090505
926,PEARSON FIELD ARPT,45.6223129,-122.6558909
927,SPANISH FORK-SPRINGVILLE,40.1372216,-111.6606161
928,ST CLAIR COUNTY INTL ARPT,42.910439,-82.5280952
929,PERRY COUNTY MUNICIPAL,39.7140532,-82.2081891
930,OLIVE BRANCH ARPT,34.9790423,-89.7888265
931,NORTH BEND MUNICIPAL,47.4956579,-121.7867775
932,CALI/VALLE,3.4516467,-76.5319854
933,NICE (FRANCE),43.7101728,7.261953200000001
934,NEW RICHMOND REGIONAL,45.1497489,-92.5402326
935,SMITH REYOLDS ARPT,36.137433,-80.2268386
936,EASTERN OREGON REGIONAL ARPT,45.689535,-118.839413
937,CARROLL COUNTY ARPT,36.3833008,-93.61962899999999
938,WAUSAU DOWNTOWN ARPT,44.92946269999999,-89.628243
939,MACON DOWNTOWN ARPT,32.8257883,-83.56711489999999
940,OSCEOLA MUNICIPAL ARPT,41.0504493,-93.69124599999999
941,CALVADA MEADOWS ARPT,36.274739,-115.997722
942,CHEHALIS-CENTRALIA ARPT,46.6768746,-122.9828452
943,BARKLEY REGIONAL ARPT,37.0612439,-88.7675112
944,PLANT CITY ARPT,28.0018346,-82.1623831
945,MALCOLM MCKINNON ARPT,31.1537482,-81.3890863
946,MERCEDITA ARPT,18.0105611,-66.5632107
947,COVENTRY ARPT,52.3693849,-1.480731
948,VIRU VIRU INTL,-17.6431198,-63.14075649999999
949,FOWLER ARPT,38.0723608,-104.046235
950,NAPLES MUNICIPAL,26.1521074,-81.77494759999999
951,HEBER CITY MUNICIPAL,40.5070087,-111.4133234
952,SELAWICK ARPT,66.6009913,-159.99733
953,SEELEY LAKE,47.1793799,-113.4845229
954,CORVALLIS MUNICIPAL ARPT,44.50317,-123.2847824
955,PAUMA VALLEY AIR PARK ARPT,33.3006689,-116.9851028
956,TYLER POUNDS FIELD,32.3511258,-95.40962929999999
957,SOUTHAMPTON ARPT,50.9514562,-1.3577022
958,LAWRENCE MUNICIPAL ARPT (MA),42.71456329999999,-71.1201801
959,NORTH PALM BEACH CNTY GEN AVTN,26.8488114,-80.2236784
960,GILLESPIE FIELD ARPT,32.8267321,-116.9725114
961,WALLOPS FLIGHT FACILITY,37.9367022,-75.4698836
962,LEWIS UNIVERSITY ARPT,41.6049742,-88.091909
963,DEL RIO INTL ARPT,29.3705861,-100.920213
964,RAS TANAJIB,27.8717427,48.7692148
965,FRAZIER LAKE AIRPARK,36.9522959,-121.468006
966,RIYAHD AIR BASE,24.7092225,46.72504259999999
967,GNOSS FIELD ARPT,38.1418486,-122.5568584
968,LYNCHBURG REGIONAL,37.3261007,-79.2013956
969,THUNDER BAY,48.3808951,-89.2476823
970,VIRGINIA HIGHLANDS ARPT,36.6854477,-82.0338821
971,UGNU-KUPARUK ARPT,70.32953499999999,-149.612145
972,BOLINGBROOKS CLOW INTL,41.6958919,-88.1288051
973,POSSUM KINGDOM ARPT,32.9222787,-98.4387498
974,CRAIG MUNICIPAL ARPT,30.3364058,-81.51353519999999
975,SOUTHEAST TEXAS REGIONAL ARPT,29.9548176,-94.01854589999999
976,WASHINGTON COUNTY MEMORIAL,37.9259533,-90.7728784
977,ROCK SPRINGS-SWEETWATER CO,41.58746439999999,-109.2029043
978,MC GUIRE AIR FORCE BASE,40.0351776,-74.5844061
979,EDSON,41.7213674,-70.9522559
980,NOME ARPT,64.5099347,-165.4435152
981,HERNANDO VILLAGE ARPK,0.0,0.0
982,SCOTT AFB/MIDAMERICA,38.5476913,-89.81566610000002
983,SIGONELLA,37.4081248,14.9112368
984,EAST KANSAS CITY ARPT,39.0164488,-94.20857330000001
985,STEPHENVILLE,32.2206958,-98.2022633
986,SANDPOINT ARPT,48.2936405,-116.5619771
987,EUGENIO MARIA DE HOSTOS ARPT,18.255084,-67.1484859
988,BRITTON MUNICIPAL ARPT SD,45.8139465,-97.74150949999999
989,FORT COLLINS-LOVELAND,40.3977612,-105.0749801
990,OTTAWA/MACDONALD-CARTIER INTL,45.319212,-75.66916520000001
991,CORDOVA MUNICIPAL ARPT,60.5436437,-145.7259285
992,LIVINGSTON COUNTY SPENCER J HARDY,42.6296209,-83.98237739999999
993,BLACKBUSHE ARPT,51.322724,-0.839332
994,HALF MOON BAY,37.4635519,-122.4285862
995,FARIFIELD COUNTY ARPT,39.7542678,-82.6626752
996,ELKHART MUNICIPAL ARPT,41.7237964,-85.997672
997,KIRKSVILLE REGIONAL,40.19475389999999,-92.5832496
998,WHEELER-SACK ARMY AIRFIELD,44.06034529999999,-75.6966132
999,HOUGHTON COUNTY MEM,47.16870429999999,-88.4941169
1000,WESTERLY STATE ARPT,41.3500496,-71.80700139999999
1001,SUDBURY,46.4917317,-80.99302899999999
1002,MIAMI VALLEY HOSPITAL HELIPORT,39.7455744,-84.186315
1003,MUSKOKA,45.1841122,-79.4084652
1004,WILLMAR MUNICIPAL,45.1211013,-95.05287050000001
1005,ALPENA COUNTY REG,45.0682596,-83.4414103
1006,SHEBOYGAN COUNTY MEMORIAL ARPT,43.7644208,-87.85128879999999
1007,ANN ARBOR MUNICIPAL,42.2808256,-83.7430378
1008,BERLIN TEGEL,52.5588327,13.2884374
1009,SITKA (SPB),57.0530556,-135.33
1010,VALKARIA,27.939804,-80.571043
1011,JASPER COUNTY ARPT-BELL FIELD,30.889177,-94.03492729999999
1012,HANA ARPT,20.7948695,-156.014732
1013,T B LETTSOME INTL,18.4442003,-64.5371796
1014,OWATONNA DEGNER REGIONAL ARPT,44.1212536,-93.2503304
1015,LANCASTER ARPT (PA),40.1187769,-76.29937029999999
1016,SOUTHWEST MINNESOTA REGIONAL ARPT,44.4448814,-95.8205108
1017,PORTLAND-TROUTDALE ARPT,45.5479186,-122.3968382
1018,GREENVILLE MUNICIPAL,33.138723,-96.10960089999999
1019,GRIFFISS INTL,43.2258402,-75.4051114
1020,COBB COUNTY ARPT-MC COLLUM FIELD,34.014574,-84.60030139999999
1021,SEBRING REGIONAL ARPT,27.4555504,-81.34571509999999
1022,BAHRAIN INTL,26.2697909,50.6260439
1023,HENDERSON CITY-COUNTY ARPT,37.8105693,-87.6778373
1024,RAFAEL HERNANDEZ ARPT,18.4953957,-67.1355779
1025,CHADRON MUNICIPAL ARPT,42.8289275,-103.0968004
1026,DIAMOND POINT AIRSTRIP,0.0,0.0
1027,BELIZE INTERNATIONAL ARPT,17.5360677,-88.3077692
1028,HENDRICKS COUNTY-GORDON GRAHAM FIELD,39.7466667,-86.4752778
1029,THIEF RIVER FALLS REGIONAL,48.06558219999999,-96.1795806
1030,MARLBORO ARPT,42.34388,-71.5121285
1031,ST. CLOUD REGIONAL,28.243444,-81.303686
1032,AUCKLAND INTL,-37.0082476,174.7850358
1033,PLYMOUTH MUNICIPAL ARPT (MA),41.90873089999999,-70.7313188
1034,DIXON ARPT,41.032182,-107.5026054
1035,NEW CASTLE MUNICIPAL ARPT,41.02545569999999,-80.4117869
1036,VICTORIA REGIONAL,28.852345,-96.9199383
1037,RALEIGH COUNTY MEMORIAL,37.7841453,-81.1211318
1038,SPACE COAST REGIONAL,28.5133625,-80.7988013
1039,WAUKESHA COUNTY ARPT,43.0388566,-88.23760089999999
1040,MANISTEE COUNTY-BLACKER ARPT,44.2754452,-86.2562133
1041,SHENZHEN,22.543096,114.057865
1042,MAGNOLIA MUNICIPAL,30.2141854,-95.74542729999999
1043,RANGE REGIONAL ARPT,47.3921561,-92.8421461
1044,ROCK HILL (YORK CO) BRYANT FLD,34.987124,-81.05820419999999
1045,HUMBERSIDE,43.6599513,-79.4706461
1046,KELLEYS ISLAND LAND FIELD ARPT,41.6035797,-82.6873255
1047,PELLSTON REGIONAL,45.5714903,-84.78618340000001
1048,GANDER INTL,48.946558,-54.5756957
1049,BRISTOL INTL,51.38363039999999,-2.7135463
1050,HUTCHINSON MUNICIPAL-BUTLER FLD,44.858891,-94.38166799999999
1051,SELFRIDGE AIR NATIONAL GUARD BASE,42.6149503,-82.8288888
1052,SHREVEPORT DOWNTOWN ARPT,32.54138,-93.74941059999999
1053,KERVILLE MUNICIPAL,30.0474332,-99.1403189
1054,LONDON ASHFORD ARPT,50.9557337,0.9335221
1055,PICKAWAY COUNTY MEMORIAL ARPT,39.521131,-82.9798702
1056,ROBERTS FIELD ARPT,44.2532061,-121.1608592
1057,MURTALA MUHAMMED,0.0,0.0
1058,ORMOND BEACH MUNICIPAL ARPT,29.297079,-81.1075134
1059,BURLINGTON-ALAMANCE REGIONAL,36.06109,-79.50215299999999
1060,ANACORTES,48.51260449999999,-122.6126718
1061,STINSON MUNICIPAL ARPT,29.3390636,-98.46788020000001
1062,LA CHINITA INTL,10.5577267,-71.7280626
1063,JORGE CHAVEZ INTL,-12.0240527,-77.112036
1064,MCCONNELL AIR FORCE BASE,37.631893,-97.25142459999999
1065,GRANT COUNTY,47.1981147,-119.3732456
1066,SAN SALVADOR INTL,13.4448368,-89.0570527
1067,GUAYAQUIL/S BOLIVAR,-2.1564919,-79.8898816
1068,SEBASTIAN MUNICIPAL,27.807669,-80.48978799999999
1069,BELLEVILLE MUNICIPAL,40.7862655,-74.1525379
1070,GUERNSEY ARPT,49.434081,-2.5994887
1071,TOLUCA/LIC ADOLFO,19.3207538,-99.63329859999999
1072,VERNAL ARPT,40.4426524,-109.5137786
1073,GWINNETT COUNTY - BRISCOE FIELD,33.9754965,-83.9625236
1074,VANDENBERG ARPT,28.0111585,-82.34446849999999
1075,ALDERGROVE (BELFAST INTL),54.656309,-6.2171452
1076,SHERIDAN COUNTY ARPT,44.7738565,-106.9705132
1077,KIT CARSON COUNTY,39.3844507,-102.5298028
1078,GREEN COUNTY,42.6287336,-89.62516459999999
1079,CARLISLE MUNICIPAL,41.4986013,-93.4835466
1080,LAS CRUCES INTL,32.2912322,-106.9208121
1081,DOHA INTL,25.2608759,51.61384169999999
1082,CLEVELAND MUNICIPAL ARPT,30.3600647,-95.0079119
1083,TAPPAHANNOCK-ESSEX COUNTY,37.9254135,-76.8591301
1084,BRUNSWICK GOLDEN ISLES,31.2548331,-81.46691109999999
1085,KITCHENER/WATERLOO REGIONAL,43.4177987,-80.3891335
1086,CAPE TOWN INTL ARPT,-33.971463,18.6020851
1087,PENNS LANDING HELIPORT,39.9375411,-75.1418726
1088,WATERTOWN,42.3709299,-71.1828321
1089,DE KALB TAYLOR MUNICIPAL ARPT,41.93147219999999,-88.7112082
1090,ALDERNEY ARPT,49.7087532,-2.2148435
1091,NEW SMYRNA BEACH MUNICIPAL ARPT,29.0564015,-80.9423624
1092,BAY BRIDGE,38.9906626,-76.3711646
1093,DUNKIRK ARPT,42.490578,-79.2740914
1094,ERA HELICOPTERS CAMERON BASE HELIPORT,29.7812263,-93.2930002
1095,FIRST FLIGHT,36.0054571,-75.6566854
1096,NORTH TEXAS REGIONAL ARPT,33.7127772,-96.666761
1097,EVANSTON-UINTA COUNTY BURNS FIELD,41.2682268,-111.0253641
1098,OSBORNE ARPT,28.5237007,-81.87491279999999
1099,KALAUPAPA ARPT,21.2095336,-156.9748077
1100,EAGLE COUNTY REGIONAL,39.64003,-106.91398
1101,COOPERSTOWN MUNICIPAL ARPT,47.4248887,-98.1100936
1102,VISALIA MUNICIPAL ARPT,36.3266944,-119.3986278
1103,JESSE VIERTEL MEMORIAL ARPT,38.94586710000001,-92.6828567
1104,MADISON COUNTY EXECUTIVEARPT,34.8619398,-86.5553213
1105,GOOSE BAY,53.3016826,-60.3260842
1106,PHILIP BILLARD MUNICIPAL ARPT,39.0668383,-95.6276506
1107,ERA HELICOPTERS FOURCHON HELIBASE,29.1259237,-90.20660149999999
1108,EARECKSON AIR STATION,52.7139736,174.1136183
1109,CAVERN CITY AIR TERMINAL,32.3455852,-104.2526954
1110,EDINBURGH ARPT,55.950785,-3.3614532
1111,MARSHFIELD MUNI/G HARLOW FLD,42.0969505,-70.6771545
1112,ST. GEORGE  ARPT (AK),56.577025,-169.6637259
1113,PHI VENICE HELIPORT,29.3533813,-89.4383829
1114,ANTONE RANCH ARPT,44.50919700000001,-119.8764891
1115,RAMSTEIN AIR FORCE BASE,49.440024,7.597252399999999
1116,ROBERT L SUGGS HELIPORT,0.0,0.0
1117,CAPE COD COAST GUARD AIR STATION,41.6653252,-70.52467639999999
1118,MITCHELL MUNICIPAL ARPT,43.7743244,-98.03859109999999
1119,CHANDLER FIELD ARPT,45.8650799,-95.3902444
1120,LACONIA MUNICIPAL,43.5732344,-71.42525239999999
1121,POPLAR BLUFF MUNICIPAL,36.754673,-90.39748379999999
1122,WAYNE COUNTY,42.2790746,-83.33618799999999
1123,JERSEY ARPT,49.2074637,-2.1952207
1124,NOI BAI INTL ARPT,21.2187149,105.8041709
1125,GLOUCESTERSHIRE ARPT,51.8929214,-2.1577797
1126,DOWNTOWN MANHATTAN/WALL ST HELIP,40.7015101,-74.0091494
1127,WAYNESVILLE-ST ROBERT REGIONAL FORNEY FIELD,37.7328155,-92.1368026
1128,PROVINCETOWN MUNICIPAL ARPT,42.0760536,-70.21696469999999
1129,FARNBOROUGH ARPT,51.283039,-0.777307
1130,NEWPORT STATE ARPT,41.5318166,-71.2806057
1131,ARNOLD PALMER REGIONAL,40.2730644,-79.4082315
1132,DOBBINS AIR RESERVE BASE,33.9188582,-84.50464509999999
1133,HUTSON FIELD ARPT,48.4112222,-97.3677649
1134,OCEAN CITY MUNICIPAL (NJ),39.2776156,-74.5746001
1135,OOSTTENDE,51.21543,2.928656
1136,LANGLEY AIR FORCE BASE,37.08350739999999,-76.35922409999999
1137,USAF ACADEMY BULLSEYE AUX AIRSTRIP,38.9983094,-104.8613176
1138,COMPTON/WOODLEY ARPT,33.8898146,-118.2436733
1139,FOLSOM FIELD ARPT,34.2709279,-86.8586375
1140,ENTERPRISE MUNICIPAL ARPT,31.2996559,-85.8962554
1141,NORTH CENTRAL STATE ARPT,41.920192,-71.48925899999999
1142,HIGGINSVILLE INDUSTRIAL MUNICIPAL ARPT,39.0736047,-93.6749784
1143,GALEAO INTL (RIO),-22.805265,-43.25662930000001
1144,MONTICELO MUNICIPAL ARPT,33.6430405,-91.7477976
1145,GLASGOW INTL/WOKAL FIELD,48.2096023,-106.6266403
1146,HOMESTEAD AIR RESERVE BASE,25.495459,-80.39475100000001
1147,HAYFORK ARPT,40.547085,-123.181694
1148,SOUTHEAST IOWA REGIONAL ARPT,40.7815013,-91.1200059
1149,SUMMERSVILLE ARPT,38.2316888,-80.87075800000001
1150,MACDILL AIR FORCE BASE,27.8531293,-82.50299729999999
1151,ANGELINA COUNTY,31.2704698,-94.645035
1152,ALLENTOWN QUEEN CITY MUNICIPAL,40.5740982,-75.48720000000002
1153,CLAREMONT MUNICIPAL ARPT,43.3706482,-72.36884959999999
1154,ONTARIO MUNICIPAL ARPT,44.0205569,-117.013611
1155,NORTHEASTERN REGIONAL,0.0,0.0
1156,FINDLAY ARPT,41.0120984,-83.66869659999999
1157,OPA-LOCKA EXECUTIVE ARPT,25.9074498,-80.2774304
1158,CARROLL COUNTY-TOLSON ARPT,40.5624656,-81.0784378
1159,GILLETTE CAMPBELL CO,44.2910915,-105.5022205
1160,SCOTT CITY MUNICIPAL ARPT,38.4785035,-100.8862299
1161,FAULKTON MUNICIPAL ARPT,45.0332983,-99.11640899999999
1162,WILDER ARPT,0.0,0.0
1163,NYPD AIR OPS HELIPORT -PVT,0.0,0.0
1164,ADAK ARPT,51.8696448,-176.6454741
1165,BAGRAM AIR BASE,34.9402503,69.2549736
1166,PINE RIVER REGIONAL ARPT,46.7275466,-94.38648979999999
1167,CHILLICOTHE MUNICIPAL ARPT,39.7787551,-93.4951248
1168,BROWNSVL/SO PADRE IS,25.9063266,-97.4269855
1169,RICHLAND ARPT,46.3007984,-119.301095
1170,RHINELANDER-ONEIDA COUNTY,45.6366228,-89.4120753
1171,POMPANO BEACH AIRPARK,26.2487914,-80.11309279999999
1172,ODESSA-SCHLEMEYER FIELD ARPT,31.9210457,-102.3907812
1173,TWIN LAKES RANCH ARPT,47.8636081,-116.8094915
1174,GRANITE FALLS MUNICIPAL ARPT,44.7520828,-95.55763239999999
1175,BLUE SPRINGS HELIPORT,38.9224569,-94.4038612
1176,WASHINGTON EXECUTIVE ARPT HYDE FIELD,38.7479744,-76.93347899999999
1177,SAN LUIS VALLEY REGIONAL,37.4438466,-105.8645118
1178,LOUISA COUNTY ARPT/FREEMAN FLD,38.009998,-77.971947
1179,LEA COUNTY REGIONAL ARPT,32.6923483,-103.214364
1180,DELAWARE COUNTY REGIONAL ARPT,40.240395,-85.393616
1181,MARINA MUNICIPAL ARPT,36.6807413,-121.7633199
1182,GREAT BENT MUNICIPAL,38.3644567,-98.7648073
1183,DELPHI MUNICIPAL ARPT,40.547039,-86.6824493
1184,LONDON-CORBIN ARPT-MAGEE  FIELD,37.0873814,-84.0695071
1185,ARLANDA SWEDEN,59.6497622,17.9237807
1186,CANYONLANDS FIELD,38.7613296,-109.7449264
1187,INDEPENDENCE MUNICIPAL ARPT,37.1564389,-95.7730042
1188,SOUTH COUNTY ARPT OF SANTA CLARA COUNTY,37.081905,-121.5970015
1189,THROCKMORTON MUNICIPAL,33.1787153,-99.17757560000001
1190,EL RENO REGIONAL ARPT,35.4726587,-98.0028104
1191,VANCE BRAND ARPT,40.1642644,-105.163375
1192,MARCO POLO INTL,40.7925288,-73.4171923
1193,STILLWATER REGIONAL ARPT,36.158678,-97.08287279999999
1194,OWOSSO COMMUNITY ARPT,42.9930458,-84.13945910000001
1195,BRANSON ARPT,36.5385446,-93.19907289999999
1196,BOLIVAR MUNICIPAL ARPT,37.5981704,-93.350043
1197,LIEGE ARPT,50.6411593,5.447911599999999
1198,SOUTH LAFOURCHE LEONARD MILLER  JR ARPT,29.4326896,-90.27607429999999
1199,SHOW LOW REGIONAL ARPT,34.2639019,-110.0074419
1200,BALDWIN COUNTY ARPT,33.1537658,-83.2407152
1201,CANANDAIGUA ARPT,42.90781399999999,-77.319589
1202,BOWMAN FIELD ARPT,38.2289185,-85.66539980000002
1203,YORK ARPT,39.9232727,-76.8775606
1204,QUEBEC/JEAN LESAGE INTL,46.7907327,-71.38860129999999
1205,CORSICANA MUNICIPAL ARPT,32.1643732,-95.8284611
1206,PASO ROBLES MUNICIPAL ARPT,35.6720769,-120.637983
1207,MERCED MUNICIPAL,37.3021632,-120.4829677
1208,SKAGIT REGIONAL,48.4179772,-122.3240117
1209,JOPLIN REGIONAL,37.0847269,-94.241987
1210,ELK GROVE ARPT,38.305887,-121.4297127
1211,JACK EDWARDS ARPT,30.2868618,-87.67950549999999
1212,PAGE MUNICIPAL,36.9244374,-111.451092
1213,DEMING MUNICIPAL ARPT,32.2656229,-107.7249652
1214,WINDHAM ARPT,41.7415256,-72.18210490000001
1215,INVERNESS ARPT,28.7991509,-82.3166353
1216,FERANDINA BEACH MUNICIPAL ARPT,30.6131028,-81.46227449999999
1217,DANVILLE REGIONAL ARPT,36.5748858,-79.3362636
1218,FRENCH LICK MUNICIPAL ARPT,38.5058476,-86.6378058
1219,HEWANORRA ST LUCIA,13.7363263,-60.9502706
1220,METRO HEALTH MEDICAL CENTER HELIPORT,41.4620817,-81.698272
1221,NEWTON CITY/COUNTY ARPT,38.0533303,-97.27938650000002
1222,HOBBY FIELD ARPT,43.9312768,-123.0081586
1223,SPRINGDALE MUNICIPAL ARPT,36.17398490000001,-94.12224409999999
1224,PETERSBURG JAMES A JOHNSON ARPT,56.8016796,-132.9482065
1225,SHOREHAM ARPT,50.8334678,-0.2906287
1226,KUNSAN,35.9676772,126.7366293
1227,BEARCE ARPT,0.0,0.0
1228,C.E.F. AIRPORT,42.1796473,-72.5558413
1229,SHALZ FIELD ARPT,39.4264793,-101.0507736
1230,HOMESTEAD GENERAL AVIATION ARPT,25.5013248,-80.55398939999999
1231,RUCKEL AIRPORT,30.5213894,-86.43845549999999
1232,CAMPBELL ARPT,42.3256914,-88.07938949999999
1233,DILLINGHAM ARPT,59.042942,-158.5135804
1234,MESQUITE METRO ARPT,32.7502123,-96.5329332
1235,FRANK WILEY FIELD ARPT,46.4289004,-105.8834368
1236,DELAWARE AIRPARK,39.2176431,-75.5959487
1237,ROCHESTER ARPT,43.1225229,-77.66657219999999
1238,WATSONVILLE MUNICIPAL ARPT,36.9342609,-121.7878176
1239,MARICOPA MEDICAL CENTER HELIPORT,33.4568723,-112.0266973
1240,BLUE RIDGE ARPT,36.6312561,-80.0154647
1241,BIGGIN HILL ARPT,51.3319582,0.0290574
1242,GLADEWATER MUNICIPAL ARPT,32.6999626,-94.9477422
1243,GREELEY MUNICIPAL ARPT,40.4263688,-104.6368146
1244,VICKSBURG TALLULAH REGIONAL ARPT,32.3531979,-91.0271034
1245,GLACIER PARK INTL,48.3076648,-114.2525337
1246,NEW CENTURY AIRCENTER ARPT,38.8390057,-94.89346180000001
1247,WARREN FIELD ARPT,35.5710875,-77.0445654
1248,IXTAPA-ZIHUATENEJO,17.6625661,-101.58734
1249,OCONEE COUNTY REGIONAL ARPT,34.670951,-82.8844062
1250,WAKEMAN ARPT,41.2977663,-82.36892089999999
1251,GENERAL WM J FOX AIRFIELD,34.7386703,-118.2163306
1252,ROWAN COUNTY ARPT,35.639943,-80.5194999
1253,CINCINNATI-BLUE ASH ARPT,39.2518782,-84.38761869999999
1254,WATERTOWN MUNICIPAL ARPT,43.17129509999999,-88.72799359999999
1255,SUMMIT HEALTHCARE RGNL MED CENTER,34.2025113,-110.0184174
1256,PHI FOURCHON BASE HELIPORT,29.10556,-90.19444
1257,HOUSTON EXECUTIVE ARPT,29.8012,-95.9050917
1258,OLYMPIA ARPT,46.97531970000001,-122.8971361
1259,STEEL PIER TAJ MAHAL HELIPORT,39.35766810000001,-74.41917160000001
1260,FREEMAN MUNICIPAL ARPT,38.9247623,-85.9072801
1261,AIR LOGICTICS N HELIPORT,30.0515913,-91.8790069
1262,VALDEZ PIONEER FIELD ARPT,61.133889,-146.248333
1263,ORANGE COUNTY ARPT (NY),41.5143719,-74.2588502
1264,AUBURN-OPELIKA RG PITTS,32.6137114,-85.4715501
1265,METTEL FIELD ARPT,39.6957168,-85.1348876
1266,PINAL AIRPARK,32.5225963,-111.3332279
1267,LARAMIE REGIONAL,41.3201937,-105.6703447
1268,SCAMMON BAY AIRPORT,61.8446667,-165.5745121
1269,BARSTOW-DAGGETT ARPT,34.8573499,-116.7881655
1270,HORACE WILLIAMS ARPT,35.9341909,-79.0606373
1271,KEARNEY MUNICIPAL,39.3677802,-94.3621703
1272,COLUMBIA COUNTY ARPT,42.2910031,-73.71027219999999
1273,ROGERS MUNICIPAL ARPT-CARTER FIELD,36.372223,-94.10694099999999
1274,SASKATOON/JOHN G. DIEFENBAKER INTL,52.1745886,-106.7004823
1275,SHELL LAKE MUNICIPAL ARPT,45.7309772,-91.92013709999999
1276,GREENVILLE DOWNTOWN ARPT,34.8504093,-82.3513534
1277,KINGS LAND O' LAKES ARPT,46.1559646,-89.2113232
1278,ALBERT LEA MUNICIPAL ARPT,43.6804219,-93.365344
1279,AIR LOGISTICS HELIPORT,30.0515913,-91.8790069
1280,JASPER COUNTY ARPT,40.9426148,-87.1833367
1281,DOMODEDOVE INTL ARPT,55.41030689999999,37.9024513
1282,RIVERTON REGIONAL,43.0613253,-108.4584185
1283,DEVILS LAKE REGIONAL ARPT,48.1090636,-98.9038973
1284,ARDMORE MUNICIPAL,34.1742611,-97.14362539999999
1285,ADIRONDAK REGIONAL ARPT,44.3804755,-74.20342529999999
1286,GWINNER-ROGER MELROE FIELD ARPT,46.2185107,-97.6428241
1287,POINT SALINES INTL,12.0071446,-61.7859255
1288,SIDNEY-RICHLAND MUNICIPAL ARPT,47.7108383,-104.1845855
1289,ST. MARIES MUNICIPAL,47.3143541,-116.5626675
1290,WINDSOR,37.0423698,-95.6597061
1291,NORTHWEST FLORIDA BEACHES INTL,30.3548543,-85.7995134
1292,CHEFORNAK ARPT,60.137934,-164.2820767
1293,JAMESTOWN REGIONAL,46.8900691,-98.7472308
1294,BOLINDER FIELD - TOOELE VALLEY ARPT,40.6117248,-112.3475189
1295,LAKE PALOURDE BASE HELIPORT,29.6932515,-91.0986934
1296,PRINCEVILLE ARPT,22.2110395,-159.4430727
1297,QUINCY REGIONAL ARPT - BALDWIN FLD,39.9368871,-91.1941325
1298,CHEVRON USA INC SEAPLANE BASE,29.2633671,-89.353242
1299,ROCK COUNTY,42.6251506,-89.0179332
1300,CAPE GIRARDEAU MUNICIPAL,37.3058839,-89.51814759999999
1301,LAWRENCE MUNICIPAL  ARPT (KS),39.0070165,-95.21640289999999
1302,JOHN S DUNN HELISTOP,29.7139206,-95.39494529999999
1303,KONGIGANAK ARPT,59.9606618,-162.8814157
1304,OLD SARUM AIRFIELD,51.100611,-1.783647
1305,KNOX COUNTY REGIONAL,44.061802,-69.09430499999999
1306,CLEVELAND CLINIC FOUNDATION HELIPORT,41.5032134,-81.6233376
1307,GEORGE M BRYAN ARPT,33.4361069,-88.8459554
1308,RANGLEY ARPT,44.9916653,-70.66290699999999
1309,HARRISON COUNTY ARPT,32.5191628,-94.3075726
1310,TACHIKAWA/YOKOTA AB ARPT,35.7331931,139.3418051
1311,HAVRE CITY-COUNTY ARPT,48.5438304,-109.7591257
1312,YAZOO COUNTY ARPT,32.8860493,-90.46058149999999
1313,NORTH WEALD AIRFIELD,51.7176248,0.1599117
1314,GRAND RAPIDS/ITASCA COUNTY ARPT,47.2109172,-93.5111771
1315,EEK ARPT,60.2147333,-162.0435994
1316,KLAWOCK ARPT,55.5791982,-133.0706506
1317,BARROW COUNTY ARPT,33.9809962,-83.6759214
1318,GREENWOOD MUNICIPAL ARPT,39.6303204,-86.0900044
1319,ADDINGTON FIELD ARPT,37.6893092,-85.9255762
1320,PAUL C MILLER-SPARTA ARPT,43.1273845,-85.6798839
1321,MC KELLER FLD ARPT,35.6024496,-88.92146269999999
1322,BANGALORE INTL ARPT,13.1986348,77.7065928
1323,CUBA MUNICIPAL ARPT,38.0668716,-91.4271926
1324,PITT-GREENVILLE ARPT,35.631926,-77.3798351
